RETOUR	AGE	INCOME	SEX	MARRIED	FICO	OWNHOME	LOC	BUY6	BUY12	BUY18	VALUE24	COA6	fin
OUI	49	36	F	1	687	0	E	0	0	1	148	0	0
NON	38	49	F	0	667	0	E	0	0	0	69	0	0
NON	46	38	F	1	716	0	E	1	1	2	446	0	0
NON	58	67	M	1	697	0	E	0	0	0	260	0	0
NON	51	36	F	1	674	0	E	0	0	0	141	0	0
OUI	28	52	F	0	691	0	E	0	0	0	365	0	0
NON	58	28	M	0	734	0	E	0	0	0	171	0	0
NON	41	18	F	0	676	0	E	0	0	0	193	0	0
NON	46	63	M	1	700	1	E	0	0	0	116	0	0
NON	41	52	M	1	669	0	E	0	0	0	141	0	0
NON	41	24	M	1	731	0	E	0	0	0	104	0	0
NON	46	57	M	1	711	1	E	0	0	0	235	0	0
NON	34	57	F	0	684	0	E	0	0	0	221	0	0
NON	38	26	M	0	722	0	E	0	0	0	146	0	0
NON	47	50	F	1	665	0	E	0	0	0	123	0	0
NON	53	58	M	1	726	0	E	0	0	0	215	0	0
NON	50	26	F	1	680	0	E	0	0	0	255	0	0
NON	34	72	M	0	678	1	E	0	0	0	82	0	0
NON	55	39	F	1	706	0	E	0	0	0	124	0	0
NON	41	28	F	1	724	1	E	0	0	0	239	0	0
NON	46	38	F	0	650	0	E	0	0	0	168	0	0
NON	45	38	F	1	688	0	E	0	0	0	228	0	0
NON	26	56	M	1	703	1	E	1	1	1	473	0	0
NON	54	61	F	1	691	1	E	0	0	1	279	0	0
NON	42	49	M	1	713	0	E	0	0	0	208	0	0
NON	48	67	M	1	751	0	E	0	0	0	146	0	0
OUI	45	43	F	1	696	0	E	0	0	1	158	0	0
NON	35	35	M	0	730	0	E	0	0	0	127	0	0
NON	51	32	F	1	715	0	E	1	1	1	194	0	0
NON	43	61	F	0	668	1	E	0	0	0	140	0	0
OUI	45	40	M	1	704	0	E	0	0	0	203	0	0
NON	55	46	F	1	690	1	E	0	0	0	254	0	0
NON	36	34	F	0	705	0	E	0	0	0	140	0	0
NON	56	53	F	0	671	0	E	0	0	0	249	0	0
NON	38	66	M	0	711	0	E	0	0	0	137	0	0
NON	45	47	M	0	708	0	E	1	1	1	394	0	0
NON	55	57	M	1	701	0	E	0	0	0	89	0	0
NON	44	70	M	1	706	1	E	0	0	0	166	0	0
NON	48	49	M	0	660	0	E	0	1	1	128	0	0
NON	59	73	M	1	707	1	E	0	0	0	220	0	0
OUI	27	54	F	0	710	1	E	1	2	4	1233	0	0
NON	41	72	M	1	734	1	E	0	1	1	247	0	0
OUI	37	51	M	0	690	0	E	0	1	1	414	0	0
NON	34	46	F	0	706	0	E	1	1	1	205	0	0
NON	37	35	M	0	733	0	E	1	1	1	348	0	0
NON	65	37	F	0	675	1	E	0	0	0	96	0	0
NON	58	46	F	1	716	0	E	1	1	1	245	0	0
NON	43	38	F	1	631	0	E	0	0	1	238	0	0
NON	45	74	F	0	642	1	E	0	0	0	195	0	0
NON	32	64	F	0	711	0	E	0	0	0	208	0	0
NON	41	62	M	1	671	1	E	0	0	0	167	0	0
NON	46	61	M	1	671	1	E	0	0	1	121	0	0
NON	35	27	F	0	665	0	E	0	0	0	255	0	0
NON	33	33	M	0	709	1	E	0	1	1	500	0	0
NON	46	57	M	1	719	1	E	0	0	0	170	0	0
NON	59	58	M	1	715	1	E	0	0	0	237	0	0
NON	57	61	M	0	741	0	E	0	0	0	394	1	0
NON	51	39	F	1	722	1	E	0	0	1	479	0	0
NON	33	44	M	0	706	0	E	1	1	1	381	0	0
NON	38	60	M	0	731	0	E	0	0	0	226	0	0
NON	40	59	M	0	706	1	E	0	0	1	317	0	0
NON	41	45	F	1	701	0	E	0	0	0	170	0	0
NON	48	52	M	1	696	0	E	0	1	1	425	0	0
NON	52	55	F	1	669	1	E	0	0	0	237	0	0
NON	44	41	F	1	686	0	E	1	1	1	448	0	0
NON	47	63	M	1	688	1	E	0	0	0	253	0	0
NON	53	48	F	1	702	0	E	0	0	1	303	0	0
NON	37	67	M	0	638	1	E	1	1	1	150	0	0
NON	55	53	M	1	699	0	E	0	0	0	225	0	0
NON	31	73	M	1	643	0	E	0	0	0	61	0	0
NON	48	57	M	1	729	0	E	0	0	0	232	0	0
NON	49	29	M	1	721	0	E	0	0	0	68	0	0
NON	40	56	M	1	694	1	E	1	1	1	237	0	0
NON	55	63	M	1	714	1	E	0	0	0	234	0	0
NON	40	45	F	0	688	0	E	0	0	0	85	0	0
NON	39	70	M	0	683	1	E	0	0	0	230	0	0
NON	56	66	F	1	722	1	E	0	0	0	82	1	0
NON	47	35	M	1	707	0	E	0	0	0	66	0	0
NON	45	30	F	1	701	1	E	0	0	0	115	0	0
NON	55	47	F	1	699	0	E	0	0	0	230	0	0
NON	38	62	F	0	675	1	E	0	0	1	683	0	0
NON	48	66	M	1	663	1	E	0	0	0	154	0	0
NON	33	20	M	0	669	0	E	0	0	0	156	0	0
NON	37	59	F	0	692	1	E	0	0	0	117	0	0
NON	39	37	M	0	662	1	E	0	1	1	253	0	0
NON	24	61	F	1	717	1	E	0	0	0	216	0	0
NON	45	55	M	0	718	1	E	0	0	0	193	0	0
NON	40	31	F	1	670	0	E	0	0	0	326	0	0
NON	44	43	F	1	686	0	E	1	1	1	345	0	0
NON	40	65	M	1	670	1	E	0	0	0	77	0	0
NON	18	24	M	0	684	1	E	0	0	0	128	0	0
NON	47	81	M	0	671	1	E	0	0	0	147	0	0
NON	44	67	M	1	655	1	E	0	0	1	331	0	0
OUI	45	16	M	1	722	0	E	0	0	0	178	0	0
NON	55	37	F	1	723	0	E	1	1	1	430	0	0
NON	44	26	F	1	672	1	E	0	0	0	171	0	0
NON	51	68	F	1	728	1	E	0	0	1	398	0	0
NON	27	72	M	0	664	1	E	1	1	1	189	0	0
NON	31	54	M	0	680	0	E	0	0	0	231	0	0
NON	47	64	M	1	661	1	E	0	0	0	178	0	0
NON	39	50	M	1	765	1	E	0	0	0	99	0	0
NON	32	64	M	0	710	1	E	0	0	0	86	0	0
NON	31	64	M	0	738	1	E	0	0	0	183	0	0
NON	41	38	F	1	728	0	E	0	0	0	114	0	0
NON	43	63	F	0	659	1	E	0	1	1	441	0	0
OUI	51	62	F	1	685	0	E	0	0	0	220	0	0
NON	37	51	M	0	712	0	E	0	0	0	184	0	0
NON	25	22	F	1	674	1	E	0	0	0	414	0	0
OUI	50	38	F	1	674	0	E	0	0	0	218	0	0
NON	43	59	F	1	670	1	E	0	0	0	173	0	0
NON	34	60	M	0	722	1	E	0	0	0	162	0	0
NON	46	29	F	1	657	1	E	0	0	0	127	0	0
NON	42	42	F	1	691	0	E	0	0	0	127	0	0
NON	71	52	F	1	713	0	E	0	1	1	256	0	0
NON	53	34	M	1	662	0	E	0	0	0	228	0	0
OUI	42	70	F	1	695	1	E	0	0	0	93	0	0
NON	43	48	M	1	710	0	E	0	0	0	121	0	0
OUI	35	17	F	0	646	0	E	0	0	0	91	0	0
NON	53	65	M	0	729	0	E	0	0	0	116	0	0
NON	41	64	M	1	751	1	E	0	0	1	487	0	0
NON	38	64	F	0	740	1	E	0	0	0	253	0	0
NON	41	57	F	1	679	0	E	0	0	0	119	0	0
NON	44	59	F	1	658	1	E	0	1	1	418	0	0
NON	35	55	F	1	693	0	E	0	0	0	150	0	0
NON	47	92	M	1	695	1	E	0	0	0	121	0	0
NON	37	68	F	0	674	0	E	0	0	0	258	0	0
NON	40	20	F	0	715	0	E	2	2	2	623	0	0
NON	48	43	F	0	684	0	E	0	0	0	153	0	0
NON	49	57	F	1	604	1	E	1	2	2	484	0	0
NON	41	60	F	0	674	1	E	0	0	0	346	0	0
NON	36	62	M	0	633	1	E	0	0	1	145	0	0
NON	65	23	F	1	689	0	E	0	0	0	238	0	0
NON	44	27	M	1	663	0	E	0	0	0	152	0	0
NON	61	26	M	1	704	0	E	0	0	1	357	0	0
OUI	48	26	M	1	704	0	E	1	1	1	242	0	0
NON	41	65	M	1	684	0	E	0	0	0	219	0	0
NON	52	51	M	1	734	0	E	0	0	0	122	0	0
NON	42	37	M	1	655	1	E	2	2	2	727	0	0
NON	47	64	F	1	662	1	E	0	0	0	259	0	0
NON	39	64	M	0	726	1	E	0	0	0	141	0	0
NON	43	36	F	1	651	1	E	0	0	0	499	0	0
NON	31	38	F	0	707	0	E	0	0	0	115	0	0
NON	34	61	M	0	720	1	E	0	0	0	159	0	0
NON	34	65	M	0	686	1	E	0	0	0	250	0	0
NON	52	71	M	1	688	0	E	0	0	0	227	0	0
NON	48	58	M	0	667	1	E	0	0	0	232	0	0
NON	53	23	F	1	673	1	E	0	0	0	130	0	0
NON	42	22	F	0	733	1	E	0	0	0	103	0	0
NON	49	53	F	1	737	0	E	0	1	1	132	0	0
NON	55	60	M	0	697	1	E	0	0	0	141	0	0
NON	52	72	M	1	672	0	E	0	0	0	217	0	0
NON	36	53	F	0	700	0	E	0	0	0	65	0	0
NON	41	74	M	1	658	0	E	0	0	0	71	0	0
NON	49	25	F	1	719	1	E	0	1	1	474	0	0
OUI	23	63	M	1	755	0	E	0	1	1	474	0	0
NON	42	32	F	0	695	0	E	0	1	1	159	0	0
NON	44	58	M	0	666	1	E	1	1	1	329	0	0
NON	59	45	M	0	610	0	E	0	0	0	62	0	0
NON	41	67	F	1	731	0	E	0	0	1	375	0	0
NON	60	59	M	1	712	1	E	0	0	0	262	0	0
NON	51	60	F	0	627	0	E	0	0	0	186	0	0
NON	41	37	F	0	702	0	E	0	0	0	189	0	0
NON	45	31	M	1	658	1	E	0	1	1	468	0	0
NON	34	61	F	0	718	1	E	0	1	1	334	0	0
NON	38	32	F	0	737	0	E	0	0	0	169	0	0
NON	52	41	F	1	668	0	E	0	0	0	211	0	0
NON	58	61	F	0	732	1	E	0	1	1	413	0	0
NON	40	57	M	1	670	1	E	0	0	0	174	0	0
NON	36	57	M	0	695	0	E	0	0	0	156	0	0
NON	58	30	F	1	620	1	E	1	1	1	517	0	0
NON	66	43	M	1	689	1	E	0	0	0	113	0	0
NON	41	62	M	1	692	1	E	1	2	2	721	0	0
NON	43	65	M	1	723	1	E	0	0	0	220	0	0
NON	63	54	M	1	711	0	E	0	0	0	170	0	0
OUI	34	19	F	0	696	0	E	0	1	1	652	0	0
NON	54	24	F	0	721	1	E	0	0	0	227	0	0
NON	45	32	F	1	670	0	E	0	0	0	215	0	0
OUI	69	68	F	1	678	0	E	0	0	0	253	0	0
OUI	52	48	F	1	664	0	E	0	0	1	148	0	0
NON	44	42	M	0	709	0	E	0	0	0	189	0	0
NON	44	62	M	1	748	1	E	0	0	0	491	0	0
OUI	31	46	M	0	688	0	E	1	2	2	887	0	0
NON	45	32	F	1	704	0	E	0	0	0	216	0	0
OUI	42	22	F	1	684	1	E	0	0	0	163	0	0
NON	30	44	M	0	720	1	E	0	0	0	227	0	0
NON	33	61	M	0	695	1	E	0	0	0	81	0	0
OUI	25	62	F	0	686	0	E	0	0	1	213	0	0
NON	48	46	M	1	730	0	E	0	0	0	284	0	0
NON	36	59	M	0	688	1	E	2	2	2	410	0	0
NON	53	62	M	1	704	1	E	0	0	0	78	0	0
NON	40	16	M	0	702	0	E	0	0	0	191	0	0
NON	33	40	F	0	708	0	E	0	0	1	680	0	0
NON	33	29	F	0	725	0	E	0	0	0	360	1	0
NON	44	47	F	1	715	0	E	0	1	1	287	0	0
NON	44	38	F	0	632	1	E	0	0	0	94	0	0
NON	42	42	F	1	700	0	E	1	1	1	200	0	0
NON	40	57	M	1	711	1	E	1	1	1	347	0	0
NON	51	48	M	0	697	0	E	0	0	0	254	0	0
NON	41	84	M	0	644	1	E	0	0	0	130	0	0
NON	63	40	M	1	709	1	E	0	0	0	176	0	0
NON	54	59	M	1	753	1	E	0	0	0	166	0	0
NON	39	63	M	0	698	1	E	0	0	0	143	0	0
NON	49	63	F	1	714	1	E	0	0	0	191	0	0
NON	48	45	F	0	727	0	E	0	0	0	88	0	0
NON	41	24	F	0	689	1	E	0	0	1	299	0	0
NON	42	39	F	0	670	0	E	0	0	0	160	0	0
NON	37	35	M	0	677	0	E	0	0	0	232	0	0
NON	34	61	M	0	665	1	E	0	0	0	119	0	0
NON	57	55	F	1	676	0	E	0	1	1	314	0	0
NON	30	65	F	1	650	1	E	0	0	0	217	0	0
NON	50	36	M	1	702	1	E	0	0	0	115	0	0
NON	44	38	F	1	674	0	E	0	0	0	107	0	0
NON	56	31	F	1	639	0	E	1	1	1	346	0	0
NON	38	45	F	0	713	0	E	1	1	1	698	0	0
OUI	37	40	F	0	671	0	E	0	0	0	124	0	0
NON	52	54	M	1	666	1	E	0	0	0	125	0	0
NON	42	33	F	0	676	0	E	0	0	0	202	0	0
NON	57	44	F	1	675	0	E	0	0	0	135	0	0
NON	53	63	M	1	709	0	E	1	1	1	423	0	0
NON	30	46	M	0	664	0	E	0	0	0	117	0	0
NON	45	57	F	1	707	0	E	1	1	1	162	0	0
NON	54	65	M	1	696	1	E	0	0	0	148	0	0
NON	32	48	M	0	679	0	E	1	1	1	219	0	0
NON	56	42	M	0	708	1	E	0	0	0	124	0	0
NON	46	58	M	0	759	1	E	1	1	1	147	0	0
NON	42	58	M	1	698	1	E	0	0	0	117	0	0
NON	51	44	M	1	687	0	E	0	0	0	168	0	0
OUI	40	44	M	1	707	0	E	0	0	0	174	0	0
NON	40	61	M	0	675	1	E	0	1	1	433	0	0
NON	51	25	F	1	672	1	E	1	1	1	154	0	0
NON	63	39	M	0	620	1	E	0	0	0	498	1	0
NON	59	59	M	1	670	0	E	0	0	0	199	0	0
NON	26	22	M	0	707	0	E	0	0	0	205	0	0
NON	52	59	M	1	734	1	E	0	0	0	67	0	0
NON	39	58	M	0	727	1	E	0	0	0	223	0	0
NON	52	67	F	1	724	1	E	1	1	1	242	0	0
NON	55	59	M	1	767	1	E	0	0	0	125	0	0
NON	55	63	F	1	717	1	E	0	0	0	166	0	0
NON	43	23	M	1	705	0	E	0	0	0	199	0	0
NON	48	43	F	1	662	0	E	0	0	0	292	0	0
NON	54	93	M	0	676	1	E	0	0	0	256	1	0
NON	55	33	M	1	641	0	E	1	2	2	440	0	0
NON	63	41	M	1	662	0	E	0	0	0	258	0	0
NON	42	41	F	1	719	0	E	0	0	0	124	0	0
OUI	56	55	M	0	679	0	E	0	0	0	221	0	0
NON	42	64	F	1	720	1	E	1	1	1	227	0	0
OUI	37	19	M	0	717	0	E	1	1	1	331	0	0
NON	43	64	M	1	756	1	E	0	0	0	165	0	0
NON	52	59	F	0	670	1	E	0	0	0	118	0	0
NON	55	35	M	0	676	1	E	0	0	0	419	0	0
OUI	48	68	F	1	665	1	E	0	0	0	146	0	0
NON	31	38	F	0	758	0	E	0	0	0	180	0	0
NON	39	63	M	0	690	1	E	0	0	1	520	0	0
NON	35	67	F	0	694	0	E	0	0	0	163	0	0
NON	45	60	M	1	713	1	E	0	0	0	439	0	0
NON	45	59	F	1	697	1	E	1	1	1	754	0	0
NON	50	60	F	0	692	1	E	1	1	1	159	0	0
NON	33	45	M	0	709	0	E	0	0	0	80	0	0
NON	42	62	M	1	704	1	E	1	1	1	367	0	0
NON	65	29	M	1	726	0	E	0	0	0	112	0	0
NON	49	56	M	1	702	0	E	0	0	0	236	0	0
NON	46	65	M	1	730	1	E	0	0	0	210	0	0
OUI	23	64	M	0	664	0	E	0	1	1	325	0	0
NON	45	66	M	1	722	0	E	0	0	0	176	0	0
OUI	21	61	M	0	725	0	E	0	0	1	385	0	0
NON	29	69	F	1	697	0	E	0	0	0	212	1	0
NON	33	44	F	0	657	0	E	0	0	0	66	0	0
NON	37	44	M	0	672	0	E	0	0	0	105	0	0
OUI	40	68	F	1	731	1	E	0	0	0	204	0	0
NON	43	45	F	1	713	0	E	0	0	0	75	0	0
OUI	48	65	M	1	687	1	E	0	0	0	115	0	0
NON	51	47	M	0	687	0	E	0	0	0	228	0	0
NON	49	57	F	1	689	1	E	0	0	0	156	0	0
NON	70	39	M	1	738	0	E	2	2	2	433	0	0
NON	43	16	M	1	713	0	E	1	1	1	473	0	0
NON	46	68	M	1	726	1	E	0	0	1	465	0	0
NON	31	59	M	0	696	1	E	0	0	0	242	0	0
OUI	45	30	F	1	721	0	E	0	1	1	201	0	0
OUI	47	38	F	1	645	0	E	0	0	0	74	0	0
NON	45	29	F	0	737	1	E	0	0	0	238	0	0
NON	36	63	M	1	689	0	E	0	0	0	86	0	0
NON	25	66	F	0	701	0	E	0	0	0	165	0	0
NON	44	57	F	1	732	1	E	0	0	0	105	0	0
NON	51	22	F	1	675	1	E	0	0	1	259	0	0
NON	39	68	M	0	688	1	E	0	0	0	392	0	0
NON	69	64	F	1	701	0	E	0	0	0	283	0	0
NON	37	37	F	0	675	0	E	0	0	0	180	0	0
NON	37	49	F	0	626	0	E	0	0	1	182	0	0
NON	44	53	F	1	700	0	E	0	0	0	250	0	0
NON	69	23	F	0	712	0	E	0	0	0	249	0	0
NON	28	44	M	0	746	1	E	0	0	0	140	0	0
NON	32	61	F	1	728	1	E	0	0	0	245	0	0
NON	35	63	M	0	692	1	E	1	1	2	674	0	0
NON	63	37	F	0	717	1	E	0	0	0	110	0	0
NON	65	68	M	1	653	0	E	0	0	0	186	0	0
NON	31	59	M	1	719	0	E	0	0	1	417	0	0
NON	22	54	M	0	683	0	E	0	0	0	202	0	0
NON	50	32	F	1	736	1	E	1	2	2	523	0	0
NON	43	60	M	1	645	0	E	0	0	0	164	0	0
NON	50	47	M	1	715	0	E	0	0	0	137	0	0
OUI	23	68	M	0	724	0	E	0	0	1	419	0	0
NON	47	40	F	0	705	0	E	0	1	1	251	0	0
NON	60	52	F	1	734	0	E	0	0	0	96	0	0
NON	53	43	M	0	650	0	E	0	0	0	181	0	0
NON	51	60	F	1	678	1	E	0	0	0	198	0	0
NON	35	72	F	0	746	1	E	0	0	0	234	0	0
NON	40	45	M	1	701	0	E	0	0	0	200	0	0
NON	48	46	M	0	712	0	E	0	0	0	182	0	0
OUI	44	60	M	1	648	0	E	0	0	0	102	0	0
NON	49	34	M	1	680	0	E	0	0	1	139	0	0
NON	55	69	F	1	709	1	E	0	0	0	203	0	0
NON	46	20	F	0	700	0	E	0	0	0	463	0	0
NON	36	63	M	0	689	1	E	0	0	0	217	1	0
NON	44	62	F	1	641	1	E	0	0	0	84	0	0
NON	49	59	M	1	647	0	E	0	0	1	377	0	0
NON	35	25	F	0	711	1	E	0	0	0	163	0	0
NON	66	69	M	1	692	0	E	0	0	0	113	0	0
NON	48	44	M	1	696	0	E	0	0	0	259	0	0
NON	55	55	M	0	686	1	E	0	0	0	78	0	0
NON	40	63	F	1	694	1	E	0	0	0	213	0	0
NON	39	66	M	1	696	0	E	0	0	0	479	0	0
OUI	66	75	F	1	648	0	E	0	0	0	65	0	0
NON	46	35	M	1	659	0	E	0	0	0	183	0	0
NON	48	60	M	1	707	1	E	0	0	1	286	0	0
OUI	25	64	M	0	751	0	E	0	0	1	374	0	0
NON	34	35	F	0	722	0	E	0	0	0	103	0	0
NON	54	38	F	1	677	0	E	0	0	0	193	0	0
NON	40	62	M	0	725	1	E	0	0	0	289	0	0
NON	45	72	M	1	676	1	E	0	0	0	175	0	0
NON	41	39	F	0	706	0	E	0	0	0	235	0	0
NON	58	26	F	1	718	1	E	0	0	0	157	0	0
NON	47	25	F	0	689	1	E	0	0	0	77	0	0
OUI	44	62	M	1	662	1	E	0	0	0	93	0	0
NON	47	73	F	1	690	1	E	0	0	0	210	0	0
OUI	37	53	F	1	705	0	E	0	0	0	171	0	0
NON	43	46	M	1	688	0	E	0	0	0	118	0	0
NON	43	53	M	1	694	0	E	0	0	0	199	0	0
NON	43	22	M	1	728	0	E	0	0	0	196	0	0
NON	28	68	F	1	698	0	E	1	2	2	199	0	0
OUI	50	49	M	1	694	0	E	0	0	0	105	0	0
NON	39	33	M	0	673	0	E	0	0	0	239	0	0
NON	46	24	F	0	687	1	E	0	0	1	314	0	0
NON	48	67	F	1	731	1	E	0	0	0	171	0	0
NON	40	31	F	1	718	0	E	0	0	1	443	0	0
NON	41	66	F	1	693	0	E	0	0	0	152	0	0
NON	36	64	F	0	690	1	E	1	1	1	518	0	0
NON	65	33	F	1	702	0	E	0	0	0	208	0	0
NON	35	58	M	0	693	1	E	1	1	1	191	0	0
NON	44	59	F	1	692	1	E	0	0	0	220	0	0
OUI	18	56	M	0	708	0	E	0	0	0	225	0	0
NON	35	57	F	0	708	1	E	0	0	0	85	0	0
NON	47	36	F	1	690	1	E	0	0	0	93	0	0
NON	51	63	M	1	740	1	E	0	0	0	75	0	0
NON	36	49	M	0	714	0	E	0	0	0	383	0	0
NON	38	58	M	0	717	1	E	0	0	0	100	0	0
NON	38	60	M	0	687	1	E	0	0	0	96	0	0
NON	61	44	F	1	683	0	E	0	0	0	71	0	0
NON	44	34	M	1	749	0	E	0	0	0	96	0	0
NON	40	58	M	1	721	1	E	0	0	0	77	0	0
NON	52	21	M	1	678	0	E	0	0	0	104	0	0
NON	34	44	F	0	717	0	E	0	0	0	140	0	0
NON	42	24	F	1	706	0	E	0	0	0	136	0	0
OUI	37	56	M	0	663	1	E	0	0	0	257	0	0
NON	28	68	F	1	693	1	E	0	0	0	424	0	0
NON	36	64	M	0	722	1	E	0	0	0	168	0	0
NON	34	26	F	0	714	1	E	0	0	0	154	0	0
NON	34	44	M	0	657	0	E	1	1	1	208	1	0
NON	34	47	M	0	718	0	E	0	0	0	392	1	0
NON	58	60	M	1	706	0	E	0	1	1	487	0	0
NON	41	39	F	0	723	0	E	0	0	0	74	0	0
NON	30	66	F	0	722	1	E	0	0	0	78	0	0
NON	37	49	M	0	688	0	E	1	1	1	242	0	0
NON	51	31	F	1	628	1	E	0	0	0	233	0	0
NON	41	57	M	1	630	1	E	0	0	0	117	0	0
NON	36	18	F	1	686	1	E	0	0	0	222	0	0
NON	63	64	M	1	662	0	E	0	0	0	183	0	0
NON	64	37	M	1	667	1	E	0	0	0	270	0	0
NON	46	45	M	0	690	0	E	0	0	0	234	0	0
NON	55	37	M	1	669	0	E	1	1	1	209	0	0
NON	57	50	M	1	710	0	E	0	0	0	232	0	0
OUI	20	32	F	1	635	0	E	0	0	1	313	0	0
NON	54	38	F	1	686	0	E	0	1	1	379	0	0
NON	39	44	F	0	699	0	E	1	1	1	421	0	0
NON	41	64	F	1	597	1	E	0	0	0	101	0	0
NON	39	62	F	0	668	1	E	0	0	0	110	0	0
OUI	45	54	F	1	646	1	E	0	0	0	231	0	0
OUI	37	19	F	1	691	0	E	0	0	0	121	0	0
NON	43	58	M	1	668	0	E	0	0	0	250	0	0
NON	34	36	F	0	709	1	E	0	0	0	248	0	0
NON	40	23	F	0	671	1	E	0	0	0	195	0	0
NON	48	33	F	1	633	1	E	0	0	0	159	0	0
NON	18	17	F	0	709	0	E	0	0	0	215	1	0
NON	31	54	M	0	714	0	E	1	1	1	333	0	0
NON	51	64	F	1	668	1	E	0	0	0	225	0	0
NON	43	64	M	1	696	1	E	1	1	1	255	0	0
OUI	29	40	F	0	706	0	E	1	1	1	166	0	0
NON	44	62	M	1	728	1	E	0	0	0	122	0	0
NON	23	49	M	0	707	1	E	0	1	1	432	0	0
OUI	43	28	F	1	708	1	E	0	1	1	161	0	0
NON	30	23	F	1	724	0	E	0	0	0	81	0	0
OUI	48	42	F	1	711	0	E	0	0	0	115	0	0
NON	38	50	M	0	647	0	E	0	0	1	287	0	0
NON	51	29	M	0	674	1	E	0	0	0	177	0	0
NON	36	49	M	0	702	0	E	0	0	0	206	0	0
NON	61	51	M	1	744	1	E	0	0	0	74	0	0
OUI	45	59	M	1	729	1	E	0	0	0	256	0	0
NON	58	59	F	0	704	1	E	0	0	0	126	0	0
NON	48	61	F	1	664	1	E	0	0	0	64	0	0
NON	29	69	F	1	704	1	E	0	0	0	201	0	0
NON	45	60	M	1	690	1	E	0	0	0	73	0	0
NON	55	58	M	1	726	1	E	0	1	1	170	0	0
NON	53	67	M	1	650	0	E	0	0	0	100	0	0
NON	53	63	F	1	711	1	E	0	0	0	194	0	0
OUI	41	62	M	1	706	1	E	0	1	1	176	0	0
NON	28	34	M	0	621	1	E	0	0	0	103	0	0
NON	36	59	F	0	677	1	E	0	0	0	127	0	0
NON	28	65	F	1	728	0	E	0	0	0	83	0	0
NON	32	36	F	0	702	0	E	1	1	1	475	0	0
NON	35	42	F	0	663	0	E	1	1	1	298	0	0
OUI	35	46	M	0	675	0	E	0	0	0	198	0	0
NON	36	62	F	0	704	1	E	1	1	1	128	0	0
NON	41	60	F	1	714	1	E	0	0	1	371	0	0
NON	50	51	F	1	711	0	E	1	1	2	211	0	0
NON	49	61	M	1	693	1	E	0	0	0	284	0	0
NON	34	19	F	0	740	0	E	1	1	1	447	0	0
NON	60	62	F	1	688	1	E	0	0	0	247	0	0
NON	41	65	M	1	701	0	E	0	0	0	205	0	0
NON	42	27	F	1	670	1	E	0	0	0	158	0	0
NON	41	40	F	0	714	0	E	0	0	0	206	0	0
NON	56	54	F	0	698	1	E	0	0	0	299	0	0
NON	38	65	F	1	708	0	E	1	2	2	335	0	0
NON	40	59	F	1	707	0	E	1	1	1	332	0	0
NON	46	29	F	1	674	1	E	0	0	0	178	0	0
NON	40	58	M	0	677	1	E	0	0	0	98	0	0
NON	49	34	F	1	668	1	E	0	0	0	81	0	0
NON	42	39	F	1	681	0	E	0	0	0	244	0	0
NON	43	57	M	0	691	1	E	0	0	0	209	0	0
OUI	29	58	M	0	690	0	E	0	1	1	449	0	0
NON	34	33	F	1	733	0	E	0	0	0	131	0	0
NON	39	57	F	0	714	1	E	0	0	0	139	0	0
NON	42	62	M	1	713	1	E	0	0	0	165	0	0
NON	45	27	M	1	746	1	E	0	0	0	86	0	0
NON	37	48	F	0	635	0	E	1	1	1	451	0	0
NON	41	62	M	0	707	1	E	0	0	0	190	0	0
NON	48	48	M	0	717	0	E	0	0	0	65	0	0
NON	47	69	M	0	765	1	E	0	0	0	480	0	0
NON	47	63	M	0	694	1	E	0	0	0	126	0	0
NON	54	61	F	1	707	1	E	0	0	0	265	0	0
NON	42	32	F	0	699	1	E	0	0	0	163	0	0
NON	63	56	M	0	679	0	E	0	0	0	249	0	0
NON	58	40	M	1	703	1	E	0	0	0	260	0	0
NON	48	34	M	1	657	1	E	0	0	0	219	0	0
OUI	43	19	M	1	701	1	E	0	0	0	67	0	0
NON	69	63	F	0	670	0	E	0	0	0	231	0	0
NON	62	39	F	1	718	0	E	0	0	0	96	0	0
NON	45	46	M	0	707	0	E	0	0	0	74	0	0
NON	44	49	F	0	673	0	E	0	0	0	169	0	0
NON	35	65	F	0	654	0	E	0	0	0	61	0	0
NON	45	54	F	0	661	0	E	0	0	0	117	0	0
NON	49	29	M	1	601	1	E	0	0	0	85	0	0
NON	50	41	M	1	670	0	E	0	0	0	249	0	0
NON	52	70	M	1	675	0	E	0	0	1	458	0	0
NON	42	60	M	0	698	0	E	0	0	0	71	0	0
NON	37	41	F	0	696	0	E	1	1	1	497	0	0
NON	45	28	M	1	718	0	E	1	1	1	159	1	0
NON	45	37	F	1	686	0	E	0	0	0	160	0	0
NON	47	25	M	0	670	0	E	0	0	0	251	0	0
NON	47	16	M	1	695	0	E	0	1	1	325	0	0
NON	37	64	F	0	687	0	E	0	0	0	222	0	0
NON	42	85	M	1	707	1	E	0	0	0	237	0	0
NON	54	61	M	1	707	1	E	0	0	0	493	0	0
NON	34	27	M	0	703	0	E	0	0	0	241	0	0
NON	38	55	M	0	683	0	E	0	0	0	273	0	0
OUI	33	70	M	0	688	0	E	0	0	0	95	0	0
NON	40	60	M	0	683	1	E	0	0	0	153	0	0
OUI	31	72	M	0	663	0	E	0	0	0	62	1	0
NON	20	70	M	1	713	0	E	0	0	0	143	0	0
NON	41	29	F	1	689	1	E	0	0	0	113	0	0
